,Unnamed: 0,Earmark Description,Location,Amount,Administering State Agency,State Agency Contact,Account Number,Earmark Language,Agency,Categories,Health,Housing,Food,Arts,Construction,Economic,Education,Environment,Essential Services,Equality,Events,Historical,Human Services,Mental Health,Occupational,Recreation,Rehabilitation,Religious,Transport,Technology,Youth Programs,Accessibility,Maintenance,Research,Earmarks Desc Lower,Amendment No.,Sponsor,Subject,Consolidated Amendment,Status
161,453,Marian Manor Nursing Home,Boston,250000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further that not less than $250,000 shall be expended for the Marian Manor for The Aged and Inform Nursing Home to modernize and replace outdated mechanics and recover extraordinary and unreimbursed expenditures incurred due to the novel coronavirus 2019",EHS,"Housing, Human Services",False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,marian manor nursing home,1029,"Biele, David (HOU)",Health and Human Services,B,Consolidated
162,455,Marshfield Chamber of Commerce,Marshfield,50000,SEA - Department Of Business And Technology,nhat.le@mass.gov,70022023,"provided further, that not less than $50,000 shall be expended to the Marshfield Chamber of Commerce, Inc. to provide additional supports to small businesses in the form of grants",SEA,"Economic, Transport",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,marshfield chamber of commerce,531-R1,"O'Connor, Patrick M. (SEN)",Local,Yes Bundle 3,Adopted
163,456,Martin Luther King Jr Family Services Emergency Food Pantry,Springfield,50000,MDAR - Department Of Agricultural Resources,cullen.roberts2@mass.gov,15992050,"provided further, that not less than $50,000 shall be expended to Martin Luther King, Jr. Family Services, Inc. in Springfield for their Emergency Food Distribution Program",MDA,"Food, Human Services, Health",True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,martin luther king jr family services emergency food pantry,645,"Gomez, Adam (SEN)",Local,Yes Bundle 3,Adopted
164,457,Mass Fair Housing Center,Holyoke,100000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided, that not less than $100,000 shall be expended for the Massachusetts Fair Housing Center, Inc. in the city of Holyoke to provide housing and eviction prevention services to those adversely impacted by the 2019 novel coronavirus pandemic",DHC,Housing,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,mass fair housing center,14,"Duffy, Patricia A. (HOU)",Housing,A,Consolidated
165,458,Mass211 Hotline,Framingham,1000000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that not less than $1,000,000 shall be expended for the Mass211, Inc.’s statewide hotline to connect residents to mental health services, substance abuse disorder treatment supports and other critical health and human services",EHS,"Mental Health, Rehabilitation, Transport, Health",True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,mass211 hotline,345,"Lewis, Jack Patrick (HOU)",Health and Human Services,B,Consolidated
166,462,Massachusetts Arts Stagecraft Initiative,Boston,500000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $500,000 shall be expended for the Boston Arts Summer Institute, Inc., to operate the Massachusetts Arts Stagecraft Initiative to support the theater arts and entertainment industry directly impacted by the 2019 novel coronavirus pandemic, through job training, workforce development and diversification",MMP,"Human Services, Transport, Arts, Occupational",False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,massachusetts arts stagecraft initiative,361,"Honan, Kevin G. (HOU)",Economic Development,D,Consolidated
167,465,Massachusetts Military Support Foundation,Worcester,500000,MDAR - Department Of Agricultural Resources,cullen.roberts2@mass.gov,15992050,"provided further, that not less than $500,000 shall be expended to the Massachusetts Military Support Foundation, Inc. for the operation of empowerment centers and to support the distribution of food to veterans in need in the counties of Barnstable, Bristol, Dukes, Essex, Hampden, Plymouth, Suffolk and Worcester; provided further, that these funds shall be available for this purpose until the end of fiscal year 2026",MDA,"Food, Equality",False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,massachusetts military support foundation,599-R1,"Moore, Michael O. (SEN)",Local,,Adopted
168,465,Massachusetts Military Support Foundation,Worcester,500000,MDAR - Department Of Agricultural Resources,cullen.roberts2@mass.gov,15992050,"provided further, that not less than $500,000 shall be expended to the Massachusetts Military Support Foundation, Inc. for the operation of empowerment centers and to support the distribution of food to veterans in need in the counties of Barnstable, Bristol, Dukes, Essex, Hampden, Plymouth, Suffolk and Worcester; provided further, that these funds shall be available for this purpose until the end of fiscal year 2026",MDA,"Food, Equality",False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,massachusetts military support foundation,635,"Donahue, Daniel M. (HOU)",Food Security,A,Consolidated
169,466,Massachusetts Military Support Foundation,Worcester,1000000,MDAR - Department Of Agricultural Resources,cullen.roberts2@mass.gov,15992050,"provided further, that not less than $1,000,000 shall be expended to the Massachusetts Military Support Foundation, Inc. for capacity-building at its headquarters in the county of Worcester to support the operation of empowerment centers and the distribution of food to veterans in need",MDA,"Food, Construction, Equality",False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,massachusetts military support foundation,599-R1,"Moore, Michael O. (SEN)",Local,,Adopted
170,466,Massachusetts Military Support Foundation,Worcester,1000000,MDAR - Department Of Agricultural Resources,cullen.roberts2@mass.gov,15992050,"provided further, that not less than $1,000,000 shall be expended to the Massachusetts Military Support Foundation, Inc. for capacity-building at its headquarters in the county of Worcester to support the operation of empowerment centers and the distribution of food to veterans in need",MDA,"Food, Construction, Equality",False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,massachusetts military support foundation,635,"Donahue, Daniel M. (HOU)",Food Security,A,Consolidated
171,469,MassHealth Accountable Care Organization,Boston,5000000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,15992028,"provided further, that not less than $5,000,000 shall be expended to a 501(c)(3) MassHealth accountable care organization solely governed by federally qualified health centers to be expended for federally qualified health centers to support the current federally qualified community health centers project to update and improve electronic health record systems to be administered by the executive office of health and human services",EHS,"Research, Health",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,masshealth accountable care organization,1089,"Moran, Michael J. (HOU)",Health and Human Services,B,Consolidated
172,470,Mattapan Square Main Streets,Boston,50000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,15992043,"provided further, that not less than $50,000 shall be expended to Mattapan Square Main Streets, Inc.",HED,Recreation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,mattapan square main streets,277,"Holmes, Russell E. (HOU)",Economic Development,D,Consolidated
173,475,Medford Tree Planting and Stump Removal,Medford,100000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,15992031,"provided further, that not less than $100,000 shall be expended for tree planting and stump removal in Medford",DCR,"Recreation, Research",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,medford tree planting and stump removal,161,"Donato, Paul J. (HOU)",Environment/Climate,C,Consolidated
174,478,Melrose Economic Recovery Coordination,Melrose,75000,SEA - Department Of Business And Technology,nhat.le@mass.gov,15992043,"provided, that not less than $75,000 shall be expended to the city of Melrose for economic recovery efforts in support of its small business and nonprofit sectors",SEA,"Economic, Transport",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,melrose economic recovery coordination,23,"Lipper-Garabedian, Kate (HOU)",Economic Development,D,Consolidated
175,479,Memorial School Upgrades,West Springfield,250000,ANF - Executive Office For Administration And Finance,daniel.shark@mass.gov,70100015,"provided further, that not less than $250,000 shall be expended for the city of West Springfield for heating, ventilation and air conditioning upgrades and the expansion of memorial school",ANF,"Education, Maintenance",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,memorial school upgrades,745,"Finn, Michael J. (HOU)",Education,B,Consolidated
176,484,Merchants Way Revitalization,Wareham,50000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,15992043,"provided further, that not less than $50,000 shall be expended to the town of Wareham for the revitalization of Merchants Way",HED,Historical,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,merchants way revitalization,698,"Gifford, Susan Williams (HOU)",Economic Development,D,Consolidated
177,485,Merrimac Emergency Shelter Generator,Merrimac,95000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $95,000 shall be expended to the town of Merrimac for the purchase of a generator for its emergency shelter",DHC,Health,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,merrimac emergency shelter generator,508-R2,"DiZoglio, Diana (SEN)",Local,Yes Bundle 3,Adopted
178,486,Merrimack River Watershed Council,Lowell,20000,DEP - Department Of Environmental Protection,steven.mccurdy@mass.gov,20000015,"provided further, that not less than $20,000 shall be expended to the Merrimack River Watershed Council, Inc. for watershed planning, water testing and coordinated projects to reduce combined sewer overflows in the Merrimack river",DEP,"Environment, Research, Health",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,merrimack river watershed council,582-R2,"DiZoglio, Diana (SEN)",Local,Yes Bundle 3,Adopted
179,487,Merrimack Valley Food Infrastructure,Lawrence,250000,DPH - Department Of Public Health,robert.w.oliver2@mass.gov,45130101,"provided further, that not less than $250,000 shall be used expended for UTEC, Inc. for food infrastructure, training, and food distribution services",DPH,"Food, Transport, Occupational",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,merrimack valley food infrastructure,252,"Moran, Frank A. (HOU)",Health and Human Services,B,Consolidated
180,489,Merrimack Valley Prevention and Substance Abuse Project,Lawrence,20000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that not less than $20,000 shall be expended to the Merrimack Valley Prevention and Substance Abuse Project, Inc. toward services around treatment, supportive resources, prevention and education",EHS,"Rehabilitation, Transport, Research, Education, Historical",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,merrimack valley prevention and substance abuse project,511-R3,"DiZoglio, Diana (SEN)",Local,Yes Bundle 3,Adopted
181,489,Merrimack Valley Prevention and Substance Abuse Project,Lawrence,20000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that not less than $20,000 shall be expended to the Merrimack Valley Prevention and Substance Abuse Project, Inc. toward services around treatment, supportive resources, prevention and education",EHS,"Rehabilitation, Transport, Research, Education, Historical",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,merrimack valley prevention and substance abuse project,817,"Dean Campbell, Linda (HOU)",Health and Human Services,B,Consolidated
182,494,Middlesex Canal Association,Billerica,50000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $50,000 shall be expended for capital improvements for the Middlesex Canal Museum renovation",MMP,"Arts, Maintenance",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,middlesex canal association,7,"Lombardo, Marc T. (HOU)",Economic Development,D,Consolidated
183,495,Middlesex County Restoration Center,Middlesex County,5000000,ANF - Executive Office For Administration And Finance,daniel.shark@mass.gov,15992026,"provided further, that not less than $5,000,000 shall be transferred to the Criminal Justice and Community Support Trust Fund established in section 2QQQQQ of chapter 29 of the General Laws for the implementation of a county restoration center in Middlesex county to be overseen by the Middlesex County Restoration Center Commission to divert persons suffering from mental health or substance use conditions who interact with law enforcement or the court system during a pre-arrest investigation or the pre-adjudication process from lock-up facilities and hospital emergency departments to appropriate treatment",ANF,"Maintenance, Rehabilitation, Research, Health",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,middlesex county restoration center,224,"Friedman, Cindy F. (SEN)",Health and Human Services,Yes Bundle 2,Adopted
184,498,Millbury Bridge Repair,Millbury,130000,DOT - Massachusetts Department Of Transportation,jon.lenicheck@dot.state.ma.us,15992058,"provided further, that not less than $130,000 shall be expended to the town of Millbury for bridge replacement or repairs",DOT,"Transport, Maintenance",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,millbury bridge repair,571,"Moore, Michael O. (SEN)",Local,Yes Bundle 3,Adopted
185,499,Millbury Storm Drain Cleaning,Millbury,19000,DEP - Department Of Environmental Protection,steven.mccurdy@mass.gov,20000015,"provided further, that not less than $19,000 shall be expended to the town of Millbury for the cleaning of drainage lines",DEP,"Environment, Maintenance, Human Services",False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,millbury storm drain cleaning,572,"Moore, Michael O. (SEN)",Local,Yes Bundle 3,Adopted
186,501,Millville Public Safety Improvements,Millville,75000,EPS - Executive Office Of Public Safety & Homeland Security,Brian.Merrick@mass.gov,15992058,"provided further, that not less than $75,000 shall be expended to the town of Millville for public safety improvements to its highway department shed",EPS,"Human Services, Maintenance",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,millville public safety improvements,490,"Fattman, Ryan C. (SEN)",Public Safety,Yes Bundle 2,Adopted
187,503,Milton Community Health Assessment,Milton,30000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further that $30,000 be allocated to the town of Milton for a community health assessment",EHS,"Research, Health",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,milton community health assessment,713,"Timilty, Walter F. (SEN)",Local,Yes Bundle 3,Adopted
188,504,Milton Council on Aging Staffing,Milton,68000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that $68,000 be expended for wellness classes and additional staffing at the council on aging in the town of Milton",EHS,Human Services,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,milton council on aging staffing,698,"Timilty, Walter F. (SEN)",Local,Yes Bundle 3,Adopted
189,505,Milton School Building HVAC Improvements,Milton,50000,ANF - Executive Office For Administration And Finance,daniel.shark@mass.gov,70100015,"provided further, that not less than $50,000 shall be allocated to the town of Milton for improvements to the heating, ventilation and air conditioning systems in the Milton public schools",ANF,"Construction, Maintenance, Education",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,milton school building hvac improvements,619-R1,"Timilty, Walter F. (SEN)",Local,Yes Bundle 3,Adopted
190,508,Montgomery Town Hall,Montgomery,50000,ANF - Executive Office For Administration And Finance,daniel.shark@mass.gov,15992058,"provided further, that not less than $50,000 shall be expended to the town of Montgomery for renovations and improvements to Montgomery town hall",ANF,Maintenance,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,montgomery town hall,687,"Velis, John C. (SEN)",Local,Yes Bundle 3,Adopted
191,511,Museum of African American History,Boston,50000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $50,000 shall be expended for the Museum of African American History, Incorporated",MMP,"Arts, Historical",False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,museum of african american history,201,"Holmes, Russell E. (HOU)",Economic Development,D,Consolidated
192,513,NAACP Boston Branch,Boston,100000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,15992043,"provided further, that not less than $100,000 shall be expended for the NAACP Boston branch",HED,Equality,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,naacp boston branch,199,"Holmes, Russell E. (HOU)",Economic Development,D,Consolidated
193,514,Nahatan Village Sewer Line Replacement,Norwood,100000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $100,000 shall be expended for the Norwood housing authority for Nahatan Village for the replacement of sewer lines",DHC,"Housing, Human Services, Maintenance, Environment",False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,nahatan village sewer line replacement,766,"Rogers, John H. (HOU)",Housing,A,Consolidated
194,523,Network for Social Justice Anti-Racism Efforts,Winchester,25000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that not less than $25,000 shall be expended to the Network for Social Justice, Inc. in the town of Winchester to support expanded anti-racism training, hate crimes data collection and other efforts",EHS,"Occupational, Transport",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,network for social justice anti-racism efforts,550-R1,"Lewis, Jason M. (SEN)",Local,Yes Bundle 3,Adopted
195,524,New Bedford Art Museum,New Bedford,150000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $150,000 shall be expended for the New Bedford Art Museum",MMP,Arts,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,new bedford art museum,684,"Cabral, Antonio F. D. (HOU)",Economic Development,D,Consolidated
196,526,New Bedford Festival Theater,New Bedford,50000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $50,000 shall be expended for the New Bedford Festival Theater",MMP,Arts,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,new bedford festival theater,741,"Cabral, Antonio F. D. (HOU)",Economic Development,D,Consolidated
197,528,New England Aquarium,Boston,1000000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $1,000,000 shall be expended to the New England Aquarium Corporation for maintenance upgrades and other improvements including those necessary for the operation of facilities operated by the New England Aquarium Corporation in the cities of Boston and Quincy",MMP,"Economic, Maintenance",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,new england aquarium,1025,"Madaro, Adrian C. (HOU)",Economic Development,D,Consolidated
198,529,New England Center for Children,Southborough,1000000,DESE - Department Of Elementary & Secondary Education,jjou@mass.gov,70100013,"provided, that not less than $1,000,000 shall be expended for the extraordinary and unreimbursed 2019 novel coronavirus pandemic-related expenditures incurred by the New England Center for Children",DES,Youth Programs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,new england center for children,1,"Gregoire, Danielle W. (HOU)",Education,B,Consolidated
199,532,New England Historic Genealogical Society,Boston,500000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $500,000 shall be expended to the New England Historic Genealogical Society",MMP,Historical,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,new england historic genealogical society,432,"McMurtry, Paul (HOU)",Economic Development,D,Consolidated
200,546,North Attleborough High School Robotics Program,North Attleborough,100000,DESE - Department Of Elementary & Secondary Education,jjou@mass.gov,70100013,"provided further, that not less than $100,000 shall be expended for North Attleborough school department to purchase equipment to facilitate the startup of a robotics program",DES,Education,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,north attleborough high school robotics program,169,"Scanlon, Adam J. (HOU)",Education,B,Consolidated
201,549,North Central Education Compact,Fitchburg,150000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,70022023,"provided further, that not less than $150,000 shall be expended to the North Central Massachusetts Chamber Foundation, Inc. to hire a business and education liaison to facilitate business and education partnerships",HED,"Transport, Economic, Education",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,north central education compact,154-R1,"Cronin, John J. (SEN)",Economic Development,Yes Bundle 1,Adopted
202,552,Northampton Arts Trust,Northampton,100000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $100,000 shall be expended for the Northampton Arts Trust for the completion of its black box theater",MMP,"Arts, Equality",False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,northampton arts trust,824,"Sabadosa, Lindsay N. (HOU)",Economic Development,D,Consolidated
203,553,Northampton Chamber of Commerce,Northampton,50000,SEA - Department Of Business And Technology,nhat.le@mass.gov,15992043,"provided further, that not less than $50,000 shall be expended to the Northampton Chamber of Commerce, Inc. to procure rapid COVID-19 test kits for use by area businesses so that they may remain open safely",SEA,"Economic, Transport, Health",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,northampton chamber of commerce,897,"Sabadosa, Lindsay N. (HOU)",Economic Development,D,Consolidated
204,556,Norwell Water Department PFAS Mitigation,Norwell,50000,DEP - Department Of Environmental Protection,steven.mccurdy@mass.gov,15992032,"provided further, that not less than $50,000 shall be expended for the town of Norwell water department for perfluoroalkyl and polyfluoroalkyl substances mitigation",DEP,"Environment, Rehabilitation",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,norwell water department pfas mitigation,188,"DeCoste, David F. (HOU)",Infrastructure,C,Consolidated
205,565,One Haverhill Fund,Haverhill,50000,MDAR - Department Of Agricultural Resources,cullen.roberts2@mass.gov,15992050,"provided further, that not less than $50,000 shall be expended for the One Haverhill Fund in the city of Haverhill",MDA,Economic,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,one haverhill fund,748,"Vargas, Andres X. (HOU)",Food Security,A,Consolidated
206,568,Our Daily Bread Food and Resource Center,Taunton,40000,MDAR - Department Of Agricultural Resources,cullen.roberts2@mass.gov,15992050,"provided further, that not less than $40,000 shall be expended for the Our Daily Bread Food and Resource Center",MDA,Food,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,our daily bread food and resource center,217,"Doherty, Carol A. (HOU)",Food Security,A,Consolidated
207,571,Outer Cape Health Services,Provincetown,500000,DPH - Department Of Public Health,robert.w.oliver2@mass.gov,45130101,"provided further, that not less than $500,000 shall be expended to Outer Cape Health Services, Inc. to support the Structured Outpatient Addiction Program",DPH,"Rehabilitation, Health",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,outer cape health services,296,"Peake, Sarah K. (HOU)",Health and Human Services,B,Consolidated
208,572,Oxford Fire Station Roof Replacement,Oxford,50000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,15992031,"provided further, that not less than $50,000 shall be expended for roof replacement of the North fire station in Oxford",DCR,"Essential Services, Maintenance",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,oxford fire station roof replacement,623,"Frost, Paul K. (HOU)",Environment/Climate,C,Consolidated
209,577,Parkway Youth Programs,Boston,50000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,70100013,"provided further, that not less than $50,000 shall be expended for Parkway Little League Baseball in the West Roxbury section of the city of Boston for infrastructure and operating costs",DCR,"Youth Programs, Recreation",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,parkway youth programs,620-R1,"Rush, Michael F. (SEN)",Local,Yes Bundle 3,Adopted
210,578,Partners for Community,Chicopee,100000,SEA - Department Of Business And Technology,nhat.le@mass.gov,70022023,"provided further, that not less than $100,000 shall be expended to Partners for Community, Inc. for programs to assist and advise in the development and support of Latino businesses in the city of Chicopee in collaboration with local chambers of commerce through its Latino chamber program",SEA,"Economic, Transport, Equality",False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,partners for community,118,"Gomez, Adam (SEN)",Economic Development,Yes Bundle 1,Adopted
211,581,Pedestrian Safety Lights,Saugus,100000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,15992031,"provided further, that not less than $100,000 shall be expended for increased pedestrian lighting on public ways in Saugus",DCR,Recreation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,pedestrian safety lights,320,"Wong, Donald H. (HOU)",Environment/Climate,C,Consolidated
212,582,Pembroke Conservation Improvements,Pembroke,100000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,15992031,"provided further, that not less than $100,000 shall be expended to the town of Pembroke for improvements at Lage preserve",DCR,"Environment, Maintenance, Human Services",False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,pembroke conservation improvements,200,"Cutler, Josh S. (HOU)",Environment/Climate,C,Consolidated
213,583,Pembroke Downtown Revitalization,Pembroke,200000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,70022023,"provided further, that not less than $200,000 shall be made available for the town of Pembroke to make improvements to the community center business district",HED,"Transport, Economic, Human Services, Maintenance",False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,pembroke downtown revitalization,95,"Moran, Susan L. (SEN)",Economic Development,Yes Bundle 1,Adopted
214,585,Pembroke Small Business Assistance,Pembroke,35000,SEA - Department Of Business And Technology,nhat.le@mass.gov,15992043,"provided further, that not less than $35,000 shall be expended to the Pembroke Chamber of Commerce, Inc. to support small businesses",SEA,"Economic, Transport",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,pembroke small business assistance,59,"Cutler, Josh S. (HOU)",Economic Development,D,Consolidated
215,587,Pepperell Emergency Vehicle,Pepperell,345000,EPS - Executive Office Of Public Safety & Homeland Security,Brian.Merrick@mass.gov,15992058,"provided further, that $345,000 shall be expended to the town of Pepperell for the purchase of an ambulance",EPS,"Transport, Health",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,pepperell emergency vehicle,506,"Kennedy, Edward J. (SEN)",Local,Yes Bundle 3,Adopted
216,589,Permitting Software in the City of Marlborough,Marlborough,190000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,15992031,"provided further, that not less than $190,000 shall be expended for the city of Marlborough for the procurement of OpenGov online permitting software",DCR,"Technology, Historical",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,permitting software in the city of marlborough,5,"Gregoire, Danielle W. (HOU)",Infrastructure,C,Consolidated
217,594,Phillipston Ambulance,Phillipston,360000,DFS - Department Of Fire Services,David.Clemons@mass.gov,15992058,"provided further, that not less than $360,000 shall be expended for the purchase of an ambulance for the fire department in the town of Phillipston",DFS,Essential Services,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,phillipston ambulance,616,"Gobi, Anne M. (SEN)",Local,Yes Bundle 3,Adopted
218,595,Pilgrim Hall Museum,Plymouth,75000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $75,000 shall be expended for the Pilgrim Hall Museum in Plymouth to provide an economic lifeline",MMP,"Arts, Economic",False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,pilgrim hall museum,372,"Muratore, Mathew J. (HOU)",Economic Development,D,Consolidated
219,597,Pioneer Valley Economic Revitalization Project,Holyoke,250000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $250,000 shall be expended to the Massachusetts International Festival of the Arts Victory Theatre Performing Arts Center to support the Pioneer Valley Economic Revitalization Project",MMP,"Economic, Research, Arts",False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,pioneer valley economic revitalization project,570,"Duffy, Patricia A. (HOU)",Economic Development,D,Consolidated
